Company Name,Industry,Contact Name,Email Address,Phone Number,Website URL,Address,Date Added,Date Contacted,Contacted,Notes,My Offering
Dcon Renovations & Remodeling,Construction,,,(718) 628-3428,https://www.dconrenovations.com,"2329 Nostrand Ave Ste 100 Brooklyn, NY 11210",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/dcon-renovations-remodeling-561655962,"$1,500 setup $20 per month (blog, landing & contact form)"
Royal Restoration,Construction,,,(718) 421-3753,N/A,"1074 Coney Island Ave Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/royal-restoration-2387811,"$1,500 setup $20 per month (blog, landing & contact form)"
Cgs Builders,Construction,,,(718) 435-6912,http://cgsbuilders.com,"601 Ocean Pkwy Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/cgs-builders-9666924,"$1,500 setup $20 per month (blog, landing & contact form)"
NY A1 Home Improvement,Construction,,,(212) 470-9192,https://nya1home.com,"909  Foster Ave Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/ny-a1-home-improvement-546575234,"$1,500 setup $20 per month (blog, landing & contact form)"
DBF Contractors Inc,Construction,,,(212) 381-2996,N/A,"1736 Flatbush Ave Brooklyn, NY 11210",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/dbf-contractors-inc-565041233,"$1,500 setup $20 per month (blog, landing & contact form)"
Solution Iron Works,Construction,,,(718) 303-1872,N/A,"318 Rochester Ave Brooklyn, NY 11213",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/solution-iron-works-574461641,"$1,500 setup $20 per month (blog, landing & contact form)"
Demaze & Company Inc,Construction,,,(718) 576-8891,N/A,"755 E 56th St Brooklyn, NY 11234",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/demaze-company-inc-567484229,"$1,500 setup $20 per month (blog, landing & contact form)"
Mason construction services Inc,Construction,,,(718) 820-6186,N/A,"724 E 9th st Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/mason-construction-services-inc-534699251,"$1,500 setup $20 per month (blog, landing & contact form)"
Sean D Clarke Construction serv@gmail.com,Construction,,,(929) 363-6891,N/A,"142 Rockaway Pkwy Brooklyn, NY 11212",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/sean-d-clarke-construction-servgmail-com-496439643,"$1,500 setup $20 per month (blog, landing & contact form)"
Kashem Contracting Inc,Construction,,,(718) 972-1580,http://www.sba8a.com,"3511 14th Ave Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/kashem-contracting-inc-458855741,"$1,500 setup $20 per month (blog, landing & contact form)"
Big J Construction,Construction,,,(718) 444-1418,N/A,"1112 E 53rd St Brooklyn, NY 11234",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/big-j-construction-16758581,"$1,500 setup $20 per month (blog, landing & contact form)"
G&D General Design Corp.,Construction,,,(347) 217-2297,N/A,"3461 Fort Hamilton Pkwy Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/g-d-general-design-corp-540638079,"$1,500 setup $20 per month (blog, landing & contact form)"
Elite Construction Co,Construction,,,(347) 481-0254,http://eliteconstructionnyc.com,"3541 12th Ave Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/elite-construction-co-529798486,"$1,500 setup $20 per month (blog, landing & contact form)"
Tot Construction,Construction,,,(347) 240-1023,N/A,"1623 41st St Brooklyn, NY 11218",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/tot-construction-10511469,"$1,500 setup $20 per month (blog, landing & contact form)"
Spark Construction,Construction,,,(718) 377-3338,N/A,"1024 E 12th St Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/spark-construction-2217238,"$1,500 setup $20 per month (blog, landing & contact form)"
Malik contracting corporation,Construction,,,(347) 634-7984,N/A,"1119 east 15th street, Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/malik-contracting-corporation-523961663,"$1,500 setup $20 per month (blog, landing & contact form)"
Best Contractors BK,Construction,,,(718) 669-0086,N/A,"295 16th St Brooklyn, NY 11215",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/best-contractors-bk-481467772,"$1,500 setup $20 per month (blog, landing & contact form)"
Progeny Restoration Corp,Construction,,,(718) 622-2700,http://progenyrestoration.com,"1001 Pacific St Brooklyn, NY 11238",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/progeny-restoration-corp-14161022,"$1,500 setup $20 per month (blog, landing & contact form)"
Richmond Construction Associates,Construction,,,(718) 720-7700,https://www.richmondconstructionplumbing.com,"1964 Utica Ave Brooklyn, NY 11234",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/richmond-construction-associates-555279218,"$1,500 setup $20 per month (blog, landing & contact form)"
First Construction Corp,Construction,,,(718) 339-6896,N/A,"1120 Avenue L Brooklyn, NY 11230",4/4/25,,,https://www.yellowpages.com/brooklyn-ny/mip/first-construction-corp-460414297,"$1,500 setup $20 per month (blog, landing & contact form)"
